agence;ville;prix;surface;url;description;images;coordonnees;disponibilite;publication
Citya;GES24440007-799;Lille; 780;39.36;https://www.citya.com//annonces/location/appartement/lille-59350/GES24440007-799;Lille vieux-Lille, dans un petit immeuble de la rue des tours, venez découvrir ce magnifique appartement  meublé de 39,54 [...]                             m².  Il s'organise comme suit : une chambre avec un grand dressing, un séjour lumineux, une cuisine entièrement équipée (plaques, four, frigo, micro-ondes, lave-vaisselle), une salle de bains avec douche (+lave-linge), et des toilettes séparés. Entièrement parqueté, il est meublé et décoré avec goût dans des tendances actuelles. Chauffage et eau chaude individuels électriques (non inclus dans les charges). Situé dans le quartier historique, il est à deux rues des restaurants, bars et lieux de vie qui animent la rue de Gand et le vieux-Lille et à 5mn de la gare et des lignes de bus. Une pépite à ne pas manquer !!.  Le bien est soumis au statut de la copropriété.    Loyer de 780,00 euros par mois charges comprises dont 55,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).   Soit avec Assurance Habitation et Assistance* ( 16.00 euros ) : 796,00 euros.   Les honoraires charge locataire sont de 511,68 euros ( soit 13,00 euros/m² ) dont 118,08 euros pour état des lieux ( soit 3,00 euros/m² ).   Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :   https://www.citya.com/agences-immobilieres/lille-59350/178#bareme-location  Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 600 et 870 euros. Prix moyens des énergies indexés en 2021. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 725 euros et le complément de loyer est de 36,2 euros par mois.Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr.  *Service facultatif. Contribution annuelle attentats non comprise. Voir conditions en agence.   ;[];;;
Citya;GES53420001-40;Lille; 555;36.19;https://www.citya.com//annonces/location/appartement/lille-59350/GES53420001-40;EXCLUSIVITÉ - APPARTEMENT 2 PIÈCES AVEC TERRASSE  En location : à LILLE (59000) venez découvrir cet appartement de 2 pièces de 36,19 m². Il [...]                             est disposé comme suit : un séjour de 22 m², une chambre, une cuisine équipée et une salle d'eau.  Le chauffage de la résidence est individuel électrique. Une terrasse offre à ce bien de l'espace supplémentaire bienvenu.  Le bien se trouve dans la commune de Lille. Il y a plusieurs écoles (maternelles, primaires et lycée) à moins de 10 minutes de l'appartement. Niveau transports en commun, on trouve, à quelques pas du bien, une ligne de métro ainsi que deux gares. L'aéroport Lille-Lesquin est situé à moins de 8 km. Il y a de nombreux restaurants et un bureau de poste à proximité. Votre agence vous invite à découvrir toutes les originalités de cet appartement à louer en prenant RDV avec l'un de nos négociateurs immobiliers.   Loyer de 555,00 euros par mois charges comprises dont 50,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).   Soit avec Assurance Habitation et Assistance* ( 16.00 euros ) : 571,00 euros.   Les honoraires charge locataire sont de 470,47 euros ( soit 13,00 euros/m² ) dont 108,57 euros pour état des lieux ( soit 3,00 euros/m² ).   Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :   https://www.citya.com/agences-immobilieres/lille-59350/178#bareme-location  Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 620 et 870 euros. Prix moyens des énergies indexés en 2021. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 505 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 579,04 eurosLes informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr.  *Service facultatif. Contribution annuelle attentats non comprise. Voir conditions en agence.   ;[];;;
Citya;GES55460034-40;Lille; 642;37.7;https://www.citya.com//annonces/location/appartement/lille-59350/GES55460034-40;EXCLUSIVITÉ En location : Citya Flandres vous présente à LILLE (59000) cet appartement 1 pièce de 37,7 m². Il est composé [...]                             d'une pièce principale avec son espace nuit séparé, d'une cuisine équipée et d'une salle d'eau avec wc. L'appartement bénéficie d'un chauffage collectif  La résidence bénéficie d'un espace dédier à tous les habitants situé au 5éme, une terrasse commune vous ouvre ses portes.   Cet appartement est situé dans une résidence avec ascenseur. Pour vos véhicules, ce bien est à louer avec une place de parking. L'appartement est situé dans la commune de Lille. A proximité les métros Fives et Marbrerie  Votre agence vous invite à découvrir toutes les originalités de cet appartement en location en prenant rendez-vous avec l'un de nos négociateurs immobiliers.  Le bien est soumis au statut de la copropriété.    Loyer de 642,00 euros par mois charges comprises dont 50,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).   Soit avec Assurance Habitation et Assistance* ( 16.00 euros ) : 658,00 euros.   Les honoraires charge locataire sont de 490,10 euros ( soit 13,00 euros/m² ) dont 113,10 euros pour état des lieux ( soit 3,00 euros/m² ).   Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :   https://www.citya.com/agences-immobilieres/lille-59350/178#bareme-location  Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 192 et 259 euros. Prix moyens des énergies indexés en 2021. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr.  *Service facultatif. Contribution annuelle attentats non comprise. Voir conditions en agence.   ;[];;;
Citya;GES02240016-801;Lille; 658,41;59.14;https://www.citya.com//annonces/location/appartement/lille-59350/GES02240016-801;EXCLUSIVITÉ En location : au pied de la gare de Phalempin, découvrez cet appartement de 2 pièces de 59,14 m² situé [...]                             à LILLE (59000). Il comporte une chambre, une cuisine aménagée et une salle de bains. Le chauffage de l'immeuble est collectif alimenté au gaz. L'appartement dispose également d'une cave. Il est situé dans un immeuble avec ascenseur. Il est mis en location avec une place de parking. L'École Primaire les Viviers et l'École Maternelle les Viviers se trouvent à moins de 10 minutes à pied. Côté transports, il y a la gare Phalempin dans les environs. Les autoroutes A1 et A21 et l'aéroport Lille-Lesquin sont accessibles à moins de 10 km. Pour vos loisirs, vous pourrez compter sur une bibliothèque dans les environs. On trouve aussi des restaurants, des commerces, deux boulangeries, un supermarché, une boucherie charcuterie et une épicerie. Envie d'en savoir plus sur cet appartement à louer ? Prenez contact avec notre agence immobilière Citya Descampiaux Lambersart.  Le bien est soumis au statut de la copropriété.    Loyer de 658,41 euros par mois charges comprises dont 180,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).   Soit avec Assurance Habitation et Assistance* ( 16.00 euros ) : 674,41 euros.   Les honoraires charge locataire sont de 768,82 euros ( soit 13,00 euros/m² ) dont 177,42 euros pour état des lieux ( soit 3,00 euros/m² ).   Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :   https://www.citya.com/agences-immobilieres/lille-59350/178#bareme-location  Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 710 et 1 010 euros. Prix moyens des énergies indexés en 2021. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 478,41 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 822,046 eurosLes informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr.  *Service facultatif. Contribution annuelle attentats non comprise. Voir conditions en agence.   ;[];;;
Citya;GES34250002-800;Lille; 750;44.25;https://www.citya.com/annonces/location/appartement/lille-59350/GES34250002-800;EXCLUSIVITÉ À louer : découvrez à LILLE (59000) cet appartement de 2 pièces de 44,25 m². Cet appartement compte un séjour, une [...]                             chambre, une cuisine aménagée et une salle d'eau. L'appartement est équipé d'un chauffage individuel alimenté au gaz. Une cave vient aussi agrémenter les 2 pièces de cet appartement. Côté transports en commun, il y a sept lignes de bus ainsi que les lignes M2 et M1 du métro juste à côté.  Découvrez toutes les originalités de cet appartement en location en prenant RDV avec votre agence Citya Descampiaux Centre.  Le bien est soumis au statut de la copropriété.    Loyer de 750,00 euros par mois charges comprises dont 50,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).   Soit avec Assurance Habitation et Assistance* ( 16.00 euros ) : 766,00 euros.   Les honoraires charge locataire sont de 575,25 euros ( soit 13,00 euros/m² ) dont 132,75 euros pour état des lieux ( soit 3,00 euros/m² ).   Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :   https://www.citya.com/agences-immobilieres/lille-59350/178#bareme-location  DPE ANCIENNE VERSION. Montant estimé des dépenses annuelles d'énergie pour un usage standard : 651 euros. Prix moyens des énergies indexés en 2019. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 700 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 708 eurosLes informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr.  *Service facultatif. Contribution annuelle attentats non comprise. Voir conditions en agence.   ;[];;;
Citya;GES28960004-799;Lille; 450;21.43;https://www.citya.com/annonces/location/appartement/lille-59350/GES28960004-799;Lille Wazemmes, au cœur de la rue des postes, appartement moderne à deux pas des axes routiers et du métro, [...]                             comprenant une pièce principale avec kitchenette équipée, un coin chambre, et une salle de bains avec baignoire. Chauffage et eau chaude ind.électrique (non inclus dans les charges).   Loyer de 450,00 euros par mois charges comprises dont 30,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).   Soit avec Assurance Habitation et Assistance* ( 14.00 euros ) : 464,00 euros.   Les honoraires charge locataire sont de 278,59 euros ( soit 13,00 euros/m² ) dont 64,29 euros pour état des lieux ( soit 3,00 euros/m² ).   Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :   https://www.citya.com/agences-immobilieres/lille-59350/178#bareme-location  Logement à consommation énergétique excessive. Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 750 et 1 080 euros. Prix moyens des énergies indexés en 2021. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 420 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 454,316 eurosLes informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr.  *Service facultatif. Contribution annuelle attentats non comprise. Voir conditions en agence.   ;[];;;
Citya;GES23150007-799;Lille; 615;39.94;https://www.citya.com/annonces/location/appartement/lille-59350/GES23150007-799;LILLE MOULINS En location : à côté de la station de métro Porte De Douai (ligne M2), venez découvrir cet appartement [...]                             de 2 pièces de 39,94 m² bénéficiant du charme de l'ancien. Situé au 1er étage de l'immeuble, il offre un vaste séjour avec parquet chevron et cheminée, une cuisine séparée et aménagée, une chambre et une salle de bains. Cet appartement bénéficie d'un chauffage individuel alimenté au gaz. Envie d'en savoir plus sur cet appartement à louer ? Prenez contact avec votre agence Citya Descampiaux Gambetta.   Loyer de 615,00 euros par mois charges comprises dont 45,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).   Soit avec Assurance Habitation et Assistance* ( 16.00 euros ) : 631,00 euros.   Les honoraires charge locataire sont de 519,22 euros ( soit 13,00 euros/m² ) dont 119,82 euros pour état des lieux ( soit 3,00 euros/m² ).   Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :   https://www.citya.com/agences-immobilieres/lille-59350/178#bareme-location  DPE ANCIENNE VERSION. Montant estimé des dépenses annuelles d'énergie pour un usage standard : 720 euros. Prix moyens des énergies indexés en 2018. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 570 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 639,04 eurosLes informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr.  *Service facultatif. Contribution annuelle attentats non comprise. Voir conditions en agence.   ;[];;;
Foncia;1903964;Lille;790.82;46.61;https://fr.foncia.com/location/lille-59/appartement/1903964.htm;Dans un résidence de standing proche esplanade et vieux lille place de parking en sous sol cuisine équipée et meublé  entrée, salon, cuisine équipée, une chambre, salle de bains et wc;['https://img.prod.fonciatech.net/constatimmo/182/ph/ph2170182.jpg?s=l&d=2023-08-14_16:28:37.09', 'https://img.prod.fonciatech.net/constatimmo/182/ph/ph2170182_3.jpg?s=l&d=2023-08-14_16:28:37.084', 'https://img.prod.fonciatech.net/constatimmo/182/ph/ph2170182_3091038.jpg?s=l&d=2023-08-14_16:28:37.084', 'https://img.prod.fonciatech.net/constatimmo/182/ph/ph2170182_9590470.jpg?s=l&d=2023-08-14_16:28:37.084', 'https://img.prod.fonciatech.net/constatimmo/182/ph/ph2170182_14908427.jpg?s=l&d=2023-08-14_16:28:37.094', 'https://img.prod.fonciatech.net/constatimmo/182/pl/pl2170182.jpg?s=l&w=0&t=0oa7ezhjukEq5MMsf0i7&d=2023-08-14_16:28:37.105'];;;2023-08-22T00:00:00+02:00
Foncia;1907375;Lille;798.2;45.48;https://fr.foncia.com/location/lille-59/appartement/1907375.htm;dans résidence sécurisée, t2 offrant entrée, séjour, cuisine ouverte et équipée, 1 chambre avec placard, salle de bains et wc séparés. parking  sous-sol inclus.;['https://img.prod.fonciatech.net/constatimmo/217/ph/ph3066217.jpg?s=l&d=2023-08-16_09:45:33.86', 'https://img.prod.fonciatech.net/constatimmo/217/pl/pl3066217.jpg?s=l&w=0&t=0oa7ezhjukEq5MMsf0i7'];;;2023-08-22T00:00:00+02:00
Foncia;330952193;La Madeleine;581;46.3;https://fr.foncia.com/location/la-madeleine-59110/appartement/330952193.htm;Résidence agréable dans le secteur de la nouvelle Madeleine proche des commerces, du marché, A voir ! Entrée, séjour, cuisine, chambre, salle de bains, wc.;['https://storage.fonciamillenium.net/thumbnail/63e82c006f52320797c8d0a6/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00a1b4020fbb0f7e5c/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c000ed4286cf9488804/true/640/480'];;;2023-08-21T14:57:23+02:00
Foncia;330951941;Lille;583;31.5;https://fr.foncia.com/location/lille-59/appartement/330951941.htm;Studio comprenant une pièce de vie avec coin cuisine, une salle de bains, WC, une cave et une place de parking.;['https://storage.fonciamillenium.net/thumbnail/63e82c00a92d4bf147a38044/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c003db81664daa1a135/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c000ee8e0e275cdfe00/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00d583b43174e9c768/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00b091bd9c13733579/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0084cbd85a1c664d30/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00acf1bc58c26b2a2d/true/640/480'];;;2023-08-21T10:29:41+02:00
Foncia;330951693;Lille;660.27;35.4;https://fr.foncia.com/location/lille-59/appartement/330951693.htm;appartement de type 2 situé au 4ᵉ étage comprenant : entrée, séjour, cuisine, une chambre, salle de bains et wc.;['https://storage.fonciamillenium.net/thumbnail/63e82c000f4df503682e908a/true/640/480'];;;2023-08-17T14:43:47+02:00
Foncia;330947852;Lille;580;30.5;https://fr.foncia.com/location/lille-59/appartement/330947852.htm;dans résidence sécurisée, studio offrant entrée avec placard, salon, cuisine séparée, salle de bains et wc. cave inclus.;['https://storage.fonciamillenium.net/thumbnail/63e82c00b65b48a008a83353/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00e87aaee762f476c2/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0061ba99a14b9a544a/true/640/480'];;;2023-08-16T11:53:13+02:00
Foncia;330950823;Lille;343;23.3;https://fr.foncia.com/location/lille-59/appartement/330950823.htm;Dans un quartier avec commerces et transports de proximité, dans un petit immeuble, beau studio renové et lumineux avec cuisine équipée, comprenant: Une pièce principale avec coin cuisine équipé salle de bains WC;['https://storage.fonciamillenium.net/thumbnail/63e82c001e909484546abcb8/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c004253d78b09f4ee7a/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00b3c704bb2edc03f6/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c000a733314fbf0532c/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00be4bf72ca30b4785/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00a1a51e8fe0c243e5/true/640/480'];;;2023-08-10T14:26:29+02:00
Foncia;330950576;La Madeleine;755;49.6;https://fr.foncia.com/location/la-madeleine-59110/appartement/330950576.htm;dans une residence neuve beau type 2 avec parking privé cuisine équipée, a voir ! hall, séjour/cuisine, chambre, salle d'eau, wc, parking privé;['https://storage.fonciamillenium.net/thumbnail/63e82c0044a9d91790432cc2/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00fb0e03ae48e70ab6/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00368a457f7729bcb9/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00c8d484d61c5be134/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c002d53f4c45901fd24/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c009a51190c24427c57/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00f4657acb5332b15f/true/640/480'];;;2023-08-09T14:06:07+02:00
Foncia;330444241;Lille;756;42.4;https://fr.foncia.com/location/lille-59/appartement/330444241.htm;Aux pieds de la Grand'Place et du métro, dans un immeuble de caractère situé en plein coeur de l'hyper-centre de Lille, joli appartement comprenant une pièce principale ouverte sur cuisine , une chambre et une salle de bain.;['https://storage.fonciamillenium.net/thumbnail/63e82c0094ed32c3f87fec7c/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00803995163657b161/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00c6207ff0f16cecf1/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00c4248ba8914622d9/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c003af5683171a339c7/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0032fb1ec16f98d2f1/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00266216f09af7072d/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00613307d9ec879cb0/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c005b437c54071d6b13/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c005613b4ce4713bf49/true/640/480'];;;2023-08-03T17:18:32+02:00
Foncia;330948956;Lille;688;41.2;https://fr.foncia.com/location/lille-59/appartement/330948956.htm;un appartement comprenant : un hall d'entrée, un salon avec balcon, un coin cuisine équipée, une chambre, une salle de bains, un wc et un parking extérieur sécurisé.;['https://storage.fonciamillenium.net/thumbnail/63e82c000268ec87db644607/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0042dd5540028aaedc/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00c570f4cf85f5e797/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0065c3b5b9b85c5c42/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0026e2a54468d71c59/true/640/480'];;;2023-08-02T11:20:10+02:00
Foncia;330948821;Lille;750;63.3;https://fr.foncia.com/location/lille-59/appartement/330948821.htm;appartement de type 3, avec garage;['https://storage.fonciamillenium.net/thumbnail/63e82c009c5d5623a5022915/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c000f5d0d2e8d97e129/true/640/480'];;;2023-08-01T16:44:12+02:00
Foncia;330945140;Lille;500;25.3;https://fr.foncia.com/location/lille-59/appartement-meuble/330945140.htm;CENTRE VILLE DE LILLE BELLE CHAMBRE MEUBLEE AVEC CUISINE EQUIPEE SALLE DE DOUCHE ET WC EN COMMUN Eau et chauffage compris dans les charges Top rapport qualite/prix;['https://storage.fonciamillenium.net/thumbnail/63e82c00c8719aab8c7e027c/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c004c5a9de51f634b42/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c007ec2497707035942/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00b40ce998c2bc7e72/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00e0a14fde559ad3f6/true/640/480'];;;2023-08-01T11:00:50+02:00
Foncia;330946925;Lille;510;38.2;https://fr.foncia.com/location/lille-59/appartement/330946925.htm;Appartement de type 2, comprenand entrée, séjour, cuisine, une chambre, salle de bains et WC.;['https://storage.fonciamillenium.net/thumbnail/63e82c0015389fa4edc8cb47/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0021b1a70a620d7598/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c006ad8f26882a1e604/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0095f80b4b910470ca/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00bdfef08d5b187198/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c002ad3556721ffdc42/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c001f7ed7a5b9c885df/true/640/480'];;;2023-07-25T09:47:45+02:00
Foncia;330615428;Hellemmes Lille;675;54.4;https://fr.foncia.com/location/hellemmes-lille-59260/appartement/330615428.htm;Hellemmes centre, à deux pas des commerces et du métro, petit immeuble calme, type 3 avec balcon comprenant : Entrée, séjour, deux chambres, cuisine et coursive, salle de bains, WC.;['https://storage.fonciamillenium.net/thumbnail/63e82c00b5947693b2775ac6/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c007699bb2b6cbc8bae/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c007b807a90e47d5756/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00225dd66e4b465b4b/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00aa0b9b7fb1d76331/true/640/480'];;;2023-07-06T15:19:30+02:00
Foncia;330863749;La Madeleine;636;36.8;https://fr.foncia.com/location/la-madeleine-59110/appartement/330863749.htm;studio dans résidence avec ascenseur cuisine équipée avec pièce principale coin nuit, une salle de bain et wc parking residence avec ascenseur et interphone;['https://storage.fonciamillenium.net/thumbnail/64de31b9eb5d3323bca0a4cf/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64de31c04d4ecaba0a6fad4a/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64de31c64d4ecaba0a6fae42/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64de31ca4d4ecaba0a6fafd4/true/640/480'];;;2023-07-04T11:03:51+02:00
Foncia;330861693;La Madeleine;690;48.2;https://fr.foncia.com/location/la-madeleine-59110/appartement/330861693.htm;A PROXIMITE DES COMMERCES IMMEUBLE CALME APPARTEMENT LUMINEUX ET SPACIEUX AVEC DES RANGEMENTS entrée, séjour avec coin cuisine, chambre, salle de bains avec wc;['https://storage.fonciamillenium.net/thumbnail/63e82c00693f7e2212ca69d7/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0059daa8185883a6da/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c008c559a237473a99c/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00e4100105c8d8cb88/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c004b16bb2cdcd7b9b6/true/640/480'];;;2023-06-15T10:38:57+02:00
Foncia;330621062;Lille;590;26.5;https://fr.foncia.com/location/lille-59/appartement/330621062.htm;Charmant type 1 meublé de 26,53 m2 situé au dernier étage d'une petite copropriété devant un parc familial. Parquet au sol. Le bien est actuellement en cours de travaux ( peintures et finissions). Il se compose d'une pièce de vie avec une cuisine équipée + une grande chambre. Une salle de douche avec wc.Double vitrage. Chauffage collectif inclus dans les charges.A 5 min à pied du métro Fives et des comemrces.;['https://storage.fonciamillenium.net/thumbnail/64786d7b8a2b957e46444905/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64786d77574776eb7cb0e2f9/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64786d81574776eb7cb0e4e1/true/640/480'];;;2023-06-01T12:20:32+02:00
Foncia;330620951;Lille;420;27.2;https://fr.foncia.com/location/lille-59/appartement/330620951.htm;dans petit immeuble, secteur lille fives t1bis comprenant pièce principale avec coin cuisine équipée, 1 chambre, salle de bains et wc.;['https://storage.fonciamillenium.net/thumbnail/63e82c00f418b15b0b2b9d7d/true/640/480'];;;2023-05-31T15:23:28+02:00
Foncia;330620560;Lille;750.5;69.6;https://fr.foncia.com/location/lille-59/appartement/330620560.htm;Agréable appartement de T3 idéalement agencé situé dans une résidence sécurisée en plein coeur des commerces et à proximité des transports Entrée, cuisine, séjour, deux chambres, salle de bains, wc.;['https://storage.fonciamillenium.net/thumbnail/63e82c00b57c8755b8a670d3/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00e22bc09e8190d587/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00af55b8de92f98c7c/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00d51a4634d133f68e/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00e902e4d0a5da4e05/true/640/480'];;;2023-05-26T09:34:01+02:00
Foncia;330614485;Hellemmes Lille;810;78.9;https://fr.foncia.com/location/hellemmes-lille-59260/maison/330614485.htm;Dans un secteur de Hellemmes, au pied du métro Marie Hellemmes, maison sur trois étages, beaux volumes, cave et jardin privatif. maison actuellement en cours de rénovation. Entrée, séjour, cuisine, salle de bains, WC, deux chambres;['https://storage.fonciamillenium.net/thumbnail/64a6911a1019e1cd736bb905/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00f20f69fc462d0c40/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0005b53e7724ac0d5a/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64a69136588da8490470b25d/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64a6913f1019e1cd736bc4ef/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64a6a8cd588da8490474f153/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64a6dd15f010c1d74f000b46/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64a6dd4af010c1d74f0019b3/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64a6dd52657fd1e23e0f8f1a/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/64a6dd62657fd1e23e0f93d4/true/640/480'];;;2023-04-18T10:58:06+02:00
Foncia;330446494;Lille;672;49.8;https://fr.foncia.com/location/lille-59/appartement/330446494.htm;Au pied du marché de wazemmes et du métro,théatre Sébastopol, de tous commerces. En résidence avec ascenseur T2 avec placards, dégagement, entrée, cuisine, salle de bains, wc, séjour, une chambre. Parking sous sol;['https://storage.fonciamillenium.net/thumbnail/63e82c00c37fd77a5899bea7/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00e517f5ef4faf5eb6/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0038083653c694467f/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00440752ed49d8202b/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c008677d55041777615/true/640/480'];;;2023-03-31T15:38:15+02:00
Foncia;330444386;Lille;640;31.7;https://fr.foncia.com/location/lille-59/appartement/330444386.htm;à proximité de commerces, grand studio de 38.79m² comprenant : entrée, grande piece  de vie avec un coin cuisine, une salle de bains et un wc.;['https://storage.fonciamillenium.net/thumbnail/63e82c008e94f312116dda2f/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c009c9e51656e03b3ff/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0031e1d6f57b57d32e/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0060f2ec7a22edbf2f/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00cae8e3909e2d4981/true/640/480'];;;2023-03-27T16:27:20+02:00
